denom,odd_steps,even_steps,min_numer,natural_denom,defect,altitude,neg_share,pos_share,is_reduced,reduction_ratio
59,11,28,1,268258309,2.8379204227257846,0.14350566593114647,66.47,23.210172413793103,True,4546751
59,6,10,181,295,0.17480210393639917,5.6883617655029175,0.0,10.595,True,5
59,6,10,185,295,0.17480210393639917,5.682110309629193,0.0,3.5448275862068965,True,5
59,6,10,217,295,0.17480210393639917,5.7058311760153195,0.0,2.3898275862068963,True,5
59,6,10,149,295,0.17480210393639917,5.660229406149885,0.0,2.37,True,5
59,6,10,221,295,0.17480210393639917,5.706200073921283,0.0,2.3763793103448276,True,5
61,1,6,1,61,61.0,0.01639344262295082,100.0,94.93566666666666,False,1
61,41,66,235,37313979917667420061,0.052002401898575634,19.000726105868743,0.0,5.064333333333333,True,611704588814220001
65,12,24,19,16245775,1.0,0.9132834217593638,100.0,100.0,True,249935
67,16,30,17,1030695103,0.6680161728186849,1.279470501553007,100.0,100.0,True,15383509
71,5,10,29,781,1.0,0.9467417313001913,50.0,47.416714285714285,True,11
71,5,10,31,781,1.0,0.9297959065588048,50.0,48.955571428571425,True,11
71,17,27,4409,5077565,0.006813307712109751,146.6863413336084,0.0,1.0444285714285715,True,71515
71,17,27,2809,5077565,0.006813307712109751,146.6442383187942,0.0,1.6167142857142855,True,71515
71,17,27,3985,5077565,0.006813307712109751,146.69499442381905,0.0,0.311,True,71515
71,17,27,2585,5077565,0.006813307712109751,146.61339274878978,0.0,0.455,True,71515
71,17,27,4121,5077565,0.006813307712109751,146.6983894530533,0.0,0.20057142857142857,True,71515
73,32,60,19,1151068484417995135,0.6680161728186849,1.295952852440935,50.0,50.0,True,15768061430383495
73,4,12,5,4015,5.0,0.15916620144734206,29.060694444444447,9.905277777777778,True,55
73,8,15,47,26207,0.6680161728186849,1.4585662193285576,20.939305555555556,40.094722222222224,True,359
77,16,38,1,274834860223,2.1873582186040386,0.15092296314132583,93.54183333333333,100.0,True,3569283899
77,14,22,-989,-588665,-0.02801142172610316,-35.78416643986931,2.273,0.0,True,7645
77,14,22,-1165,-588665,-0.02801142172610316,-35.758660909357765,1.0331666666666666,0.0,True,7645
77,14,22,-1153,-588665,-0.02801142172610316,-35.80962222000708,3.152,0.0,True,7645
79,20,44,1,17588699260015,1.5947934199881404,0.200891465814426,56.87384615384615,48.14807692307692,True,222641762785
79,20,44,7,17588699260015,1.5947934199881404,0.4802299885683114,43.12615384615385,45.812820512820515,True,222641762785
79,14,23,233,3605639,0.12283672862284023,8.076180870275925,0.0,3.127435897435898,True,45641
79,14,23,265,3605639,0.12283672862284023,8.087635268048107,0.0,2.9116666666666666,True,45641
83,7,12,109,1909,0.2813414240305514,3.464682305853844,84.09109756097561,64.65134146341464,True,23
83,7,12,157,1909,0.2813414240305514,3.524896185996723,15.908902439024391,21.38841463414634,True,23
83,14,24,65,11994247,0.2813414240305514,3.3758429586015466,0.0,13.960243902439023,True,144509
85,56,100,7,1267127252595202040959489693855,0.4478912849879113,1.65061279553591,97.24140625,100.0,True,14907379442296494599523408163
85,8,12,-293,-2465,-0.1715728752538097,-5.8488847125942955,2.75859375,0.0,True,29
89,8,17,17,124511,1.3620309306610308,0.6394633394747795,100.0,100.0,True,1399
91,24,48,1,281192547174175,1.0,0.23168919279873973,99.99986111111112,56.96194444444445,True,3090027990925
91,6,12,25,3367,1.0,0.8807649082116243,0.0001388888888888889,27.50875,True,37
91,6,12,59,3367,1.0,0.9827260275579593,0.0,15.529305555555556,True,37
95,36,72,1,4722216388234348214575,1.0,0.2950939536866724,50.0,50.0,True,49707540928782612785
95,5,11,23,1805,1.5947934199881404,0.5673269211644176,30.08263888888889,22.881944444444443,True,19
95,5,11,17,1805,1.5947934199881404,0.5296296411060352,18.164305555555554,27.118055555555554,True,19
95,11,17,-511,-46075,-0.0810397886371077,-12.397876294386544,1.7530555555555556,0.0,True,485
97,6,18,1,261415,5.0,0.056224882604116254,47.89958333333333,50.0,True,2695
97,3,9,13,485,5.0,0.1900051894939856,48.380625,50.0,True,5
97,11,17,-505,-46075,-0.0810397886371077,-12.414822918000054,1.619375,0.0,True,475
97,11,17,-625,-46075,-0.0810397886371077,-12.37045860819861,2.100416666666667,0.0,True,475
101,6,14,11,15655,2.0396841995794928,0.3704560698012961,29.9685,38.663799999999995,True,155
101,3,7,19,101,2.0396841995794928,0.4171357345002064,9.5704,2.0859,False,1
101,3,7,31,101,2.0396841995794928,0.4716590960744959,25.991999999999997,0.9823000000000001,False,1
101,3,7,29,101,2.0396841995794928,0.4639362600906364,14.036999999999999,10.3921,False,1
101,6,14,7,15655,2.0396841995794928,0.31188950507158597,20.4319,7.1213,True,155
101,3,7,37,101,2.0396841995794928,0.48471247073497514,9.999999999999999e-05,26.8555,False,1
101,3,7,23,101,2.0396841995794928,0.446802828463014,9.999999999999999e-05,13.8991,False,1
103,22,45,23,35152991029223,1.1280331189368384,0.7938896829705415,53.14892156862745,53.770686274509806,True,341291175041
103,8,21,5,2090591,3.168843301631763,0.2119015447038665,46.85107843137255,46.229313725490194,True,20297
107,53,106,1,81129619031361014015769108347341,1.0,0.31181266255330553,100.0,100.0,True,758220738610850598278215965863
109,30,52,19,4297708495275847,0.32495158457115103,2.388154882802987,100.0,100.0,True,39428518305283
113,12,29,1,536339471,2.3393594166801366,0.09459296789077383,98.07848214285714,100.0,True,4746367
113,44,69,-769,-394475091824905581169,-0.034692295819289676,-28.942347574090896,1.921517857142857,0.0,True,3490930016149606913
115,13,27,13,132623405,1.2190643059265875,0.6309927495347869,45.46943181818182,50.0,True,1153247
115,18,34,17,16792448695,0.7034988491491614,1.1541215458687784,42.033522727272725,50.0,True,146021293
115,5,7,-251,-115,-0.3609841784542116,-2.776488408895787,2.402159090909091,0.0,False,1
115,5,7,-211,-115,-0.3609841784542116,-2.7936426940859964,7.966477272727272,0.0,False,1
115,5,7,-227,-115,-0.3609841784542116,-2.7826799724896376,2.128409090909091,0.0,False,1
119,2,7,5,119,8.313708498984761,0.07819794584500467,24.9678125,5.025416666666667,False,1
119,42,75,1,37669512873825649350359,0.4478912849879113,0.33273638341111733,25.032187500000003,32.62125,True,316550528351476044961
119,18,39,23,549368393399,1.4898481932374912,0.6074500911670571,36.70333333333333,43.76708333333333,True,4616541121
119,2,7,11,119,8.313708498984761,0.11708683473389356,9.268020833333333,6.232916666666666,False,1
119,12,18,-311,-269297,-0.1715728752538097,-5.8739906599029945,4.028645833333333,0.0,True,2263
119,14,25,125,28771463,0.4478912849879113,2.184924690618052,0.0,12.353333333333333,True,241777
121,18,44,5,17591798623927,2.4431600006975085,0.2775621147850877,68.45709090909091,43.964454545454544,True,145386765487
121,46,88,19,309476146883225416223685127,0.7660273525955641,1.1167887350152004,29.065454545454543,56.035545454545456,True,2557654106472937324162687
121,28,44,-1085,-5284606410545,-0.02801142172610316,-35.891084851827486,1.4082727272727273,0.0,True,43674433145
121,14,22,-2089,-588665,-0.02801142172610316,-35.74744064806744,1.0691818181818182,0.0,True,4865
125,19,33,47,7427673125,0.3330480255941781,2.677065645926857,88.8313,81.6041,True,59421385
125,1,7,1,125,125.0,0.008,11.1687,0.611,False,1
125,19,33,143,7427673125,0.3330480255941781,2.9542904528937575,0.0,10.2853,True,59421385
125,74,118,899,129551403041776398519390434197132375,0.02009638783578227,49.42543954136232,0.0,7.499599999999999,True,1036411224334211188155123473577059
127,18,37,1,137051532983,1.1570369041273727,0.13424309019185648,24.112539682539683,17.651507936507937,True,1079145929
127,18,37,41,137051532983,1.1570369041273727,0.8136285671919321,75.88746031746032,82.34849206349206,True,1079145929
131,26,52,23,4501057761542167,1.0,0.8343695817978062,44.583615384615385,33.99546153846154,True,34359219553757
131,13,26,13,65514541,1.0,0.7295297263462945,37.81607692307693,38.28953846153846,True,500111
131,13,26,17,65514541,1.0,0.805815748156256,17.101692307692307,27.715,True,500111
131,24,38,-13963,-7551629537,-0.0033858462466369588,-295.4115634518976,0.10476923076923077,0.0,True,57646027
131,24,38,-10883,-7551629537,-0.0033858462466369588,-295.44995383912413,0.08176923076923077,0.0,True,57646027
131,24,38,-7471,-7551629537,-0.0033858462466369588,-295.73117224846516,0.09623076923076923,0.0,True,57646027
131,24,38,-15875,-7551629537,-0.0033858462466369588,-295.4164056619605,0.10807692307692308,0.0,True,57646027
131,24,38,-16099,-7551629537,-0.0033858462466369588,-295.3989878746102,0.10776923076923077,0.0,True,57646027
133,24,42,59,4115616974623,0.363585661014858,2.5124828417543945,12.988240740740743,15.436203703703704,True,30944488531
133,18,36,11,68332056247,1.0,0.7371512670253978,87.01175925925926,84.5637962962963,True,513774859
137,4,14,1,16303,8.313708498984761,0.02794417815545198,42.66455882352941,33.255955882352936,True,119
137,40,72,41,4710208817410588284895,0.4822022531844965,1.8782077714934668,57.33544117647059,51.52610294117647,True,34381086258471447335
137,18,29,503,149450423,0.05487026182928645,17.89670193383471,0.0,11.231102941176472,True,1090879
137,18,29,967,149450423,0.05487026182928645,18.164156197168484,0.0,2.139264705882353,True,1090879
137,18,29,743,149450423,0.05487026182928645,18.139001368133172,0.0,1.8475735294117648,True,1090879
139,74,136,11,87112083176164342194054192941201789178967,0.5747388181739783,1.327404717567262,83.08789855072463,100.0,True,626705634360894548158663258569797044453
139,7,11,-2971,-139,-0.02801142172610316,-35.724930468438615,0.5755797101449275,0.0,False,1
139,7,11,-2539,-139,-0.02801142172610316,-35.73886567066742,0.7739855072463768,0.0,False,1
139,7,11,-2903,-139,-0.02801142172610316,-35.73981351070386,0.37014492753623185,0.0,False,1
139,21,33,-1495,-1870418611,-0.02801142172610316,-35.84877913861443,0.594927536231884,0.0,True,13456249
139,7,11,-2059,-139,-0.02801142172610316,-35.7907496882068,0.9376086956521739,0.0,False,1
139,7,11,-2491,-139,-0.02801142172610316,-35.7374370232857,0.31963768115942026,0.0,False,1
139,7,11,-2747,-139,-0.02801142172610316,-35.73248179363741,0.1334782608695652,0.0,False,1
139,14,22,-1355,-588665,-0.02801142172610316,-35.85758940340084,0.4534057971014493,0.0,True,4235
139,7,11,-2795,-139,-0.02801142172610316,-35.73313372669602,0.2565942028985507,0.0,False,1
139,7,11,-2899,-139,-0.02801142172610316,-35.71904761492154,0.25550724637681155,0.0,False,1
139,14,22,-2203,-588665,-0.02801142172610316,-35.76835872775084,0.8109420289855073,0.0,True,4235
139,14,22,-1291,-588665,-0.02801142172610316,-35.88243594606484,3.738695652173913,0.0,True,4235
139,7,11,-3511,-139,-0.02801142172610316,-35.71338495526329,0.32471014492753625,0.0,False,1
139,14,22,-1931,-588665,-0.02801142172610316,-35.796499205981604,1.761159420289855,0.0,True,4235
139,7,11,-2507,-139,-0.02801142172610316,-35.75587805199925,0.31963768115942026,0.0,False,1
139,7,11,-3287,-139,-0.02801142172610316,-35.721341129248586,0.2763043478260869,0.0,False,1
139,7,11,-2251,-139,-0.02801142172610316,-35.76273332442689,0.4905797101449275,0.0,False,1
139,7,11,-2347,-139,-0.02801142172610316,-35.75009179761672,0.22456521739130436,0.0,False,1
139,21,33,-1367,-1870418611,-0.02801142172610316,-35.88808659977701,0.5247826086956522,0.0,True,13456249
139,7,11,-2963,-139,-0.02801142172610316,-35.72310093369986,0.3357246376811594,0.0,False,1
139,7,11,-3155,-139,-0.02801142172610316,-35.71377952473919,0.252463768115942,0.0,False,1
139,7,11,-3479,-139,-0.02801142172610316,-35.71185680663626,0.1726086956521739,0.0,False,1
139,7,11,-3223,-139,-0.02801142172610316,-35.718772134761544,0.3039855072463768,0.0,False,1
139,7,11,-2603,-139,-0.02801142172610316,-35.74444427749836,0.22717391304347828,0.0,False,1
139,7,11,-2683,-139,-0.02801142172610316,-35.72745585287656,0.16391304347826088,0.0,False,1
139,7,11,-3187,-139,-0.02801142172610316,-35.71591996198419,0.2803623188405797,0.0,False,1
139,7,11,-3031,-139,-0.02801142172610316,-35.728889178732054,0.18159420289855072,0.0,False,1
139,7,11,-2707,-139,-0.02801142172610316,-35.72851103672619,0.22876811594202898,0.0,False,1
139,7,11,-3443,-139,-0.02801142172610316,-35.709542331617754,0.17855072463768115,0.0,False,1
139,7,11,-2219,-139,-0.02801142172610316,-35.76410950236027,0.20492753623188403,0.0,False,1
139,7,11,-2939,-139,-0.02801142172610316,-35.72240897465915,0.2217391304347826,0.0,False,1
139,7,11,-2123,-139,-0.02801142172610316,-35.77844224234231,0.1703623188405797,0.0,False,1
139,7,11,-2579,-139,-0.02801142172610316,-35.73976572157623,0.31079710144927536,0.0,False,1
139,7,11,-3227,-139,-0.02801142172610316,-35.718267430502685,0.3002173913043478,0.0,False,1
139,7,11,-3767,-139,-0.02801142172610316,-35.706201715700566,0.23666666666666666,0.0,False,1
143,80,140,7,1393648766078749600422666308830316210826175,0.363585661014858,1.7661265821387409,50.0,50.0,True,9745795566984262940018645516295917558225
143,7,16,29,63349,1.8760546168179015,0.49829462258440965,24.345583333333334,37.84075,True,443
143,7,16,17,63349,1.8760546168179015,0.42220861327434833,25.65441666666667,12.15925,True,443
145,18,34,47,16792448695,0.7034988491491614,1.3097695591897929,30.830267857142857,41.07669642857143,True,115809991
145,10,22,23,4135255,1.5947934199881404,0.5445524686268445,50.0,50.0,True,28519
145,32,48,-241,-1571545212141185,-0.1715728752538097,-5.969532244876249,6.00625,0.0,True,10838242842353
145,8,12,-617,-2465,-0.1715728752538097,-5.83835002859509,1.5108928571428573,0.0,True,17
145,2,10,1,1015,29.0,0.013430127041742287,11.652589285714287,8.923303571428571,True,7
149,33,59,19,570901691736867965,0.4530681027861032,1.6712373451625662,100.0,98.04391891891892,True,3831554978099785
149,26,42,667,1856180682775,0.06393271467194772,15.565558116152651,0.0,1.9560810810810811,True,12457588475
151,10,18,113,203095,0.4822022531844965,2.007621691807862,37.18026666666667,54.105533333333334,True,1345
151,40,72,41,4710208817410588284895,0.4822022531844965,1.8657055223081254,62.81973333333334,45.894466666666666,True,31193435876891313145
155,18,42,1,4397659090615,2.0396841995794928,0.1008619023639631,100.0,100.0,True,28371994133
157,12,28,13,267904015,2.0396841995794928,0.32727299451182695,100.0,100.0,True,1706395
161,22,44,25,17560804984807,1.0,0.7823083530423544,50.0,50.0,True,109073322887
161,16,29,79,493824191,0.5125043207465989,1.8204944980535802,10.473484848484848,22.880454545454544,True,3067231
161,6,15,19,32039,2.6568542494923806,0.3238838339092843,17.668636363636363,3.544242424242424,True,199
161,6,15,11,32039,2.6568542494923806,0.26904111534938235,21.857878787878786,23.57530303030303,True,199
163,49,89,11,618730720313459519919972029,0.5218330738213117,1.34801860474386,76.98901234567901,55.36197530864197,True,3795893989653125889079583
163,36,72,17,4722216388234348214575,1.0,0.7693162074286112,23.01098765432099,44.63802469135803,True,28970652688554283525
167,9,17,127,111389,0.7034988491491614,1.3802883043713803,50.0,50.0,True,667
167,20,47,13,140734001570927,2.098242509277049,0.37660887729588066,50.0,42.47319277108434,True,842718572281
167,9,17,95,111389,0.7034988491491614,1.36273224693538,0.0,7.526807228915662,True,667
169,23,44,17,17498042865589,0.7660273525955641,0.9820193191636196,34.33230769230769,33.36275641025641,True,103538715181
169,9,24,11,16757533,3.3496042078727974,0.23892993269214366,65.6676923076923,66.63724358974359,True,99157
173,7,17,37,128885,2.3836007705294238,0.38705089815042326,64.95953488372092,65.45418604651164,True,745
173,14,34,7,17175086215,2.3836007705294238,0.2699925690822163,35.040465116279066,34.54581395348838,True,99277955
175,4,8,103,175,1.0,0.9633254261788873,32.30558333333333,18.418666666666667,False,1
175,12,24,29,16245775,1.0,0.8225102420910941,46.319250000000004,30.90083333333333,True,92833
175,8,16,53,58975,1.0,0.9023585407713836,7.142666666666667,9.157666666666668,True,337
175,4,8,89,175,1.0,0.9630520117696844,14.232416666666667,27.05691666666667,False,1
175,4,8,143,175,1.0,0.9903044323060091,8.333333333333333e-05,7.029583333333333,False,1
175,4,8,101,175,1.0,0.980625754888471,0.0,4.875249999999999,False,1
175,4,8,73,175,1.0,0.9365038422971868,0.0,2.5610833333333334,False,1
179,62,110,5,1297692694209229961300995432406215,0.42046756222941584,1.1074879452460191,97.62640449438203,100.0,True,7249679855917485817323996829085
179,5,6,-211,-179,-0.7026032900059302,-1.4291206338734619,2.3735955056179776,0.0,False,1
181,40,80,11,1208913661949170117777375,1.0,0.6282071271916034,46.029444444444444,35.504666666666665,True,6679081005244033799875
181,10,20,23,989527,1.0,0.7482302053286564,25.21061111111111,27.55811111111111,True,5467
181,10,20,55,989527,1.0,0.9260034996144384,28.13427777777778,36.93722222222222,True,5467
181,43,68,-3605,-33109062215184251771,-0.007408521027507664,-135.33126344061208,0.3138333333333333,0.0,True,182922995664001391
181,43,68,-5677,-33109062215184251771,-0.007408521027507664,-135.1431261139661,0.3118333333333333,0.0,True,182922995664001391
185,36,72,1,4722216388234348214575,1.0,0.16534045480628237,98.93756944444443,100.0,True,25525493990455936295
185,28,44,-1273,-5284606410545,-0.02801142172610316,-35.96612285519493,1.0624305555555555,0.0,True,28565440057
187,12,26,43,66577423,1.4898481932374912,0.5979058645361267,85.93475000000001,91.047875,True,356029
187,12,26,5,66577423,1.4898481932374912,0.2651799732643227,14.06525,8.952124999999999,True,356029
191,25,40,961,252223018333,0.03143313302079642,31.508646639376472,50.0,50.0,True,1320539363
191,24,46,47,70086314641183,0.7754972507267741,1.100875267812097,50.0,49.12878947368421,True,366944055713
191,25,40,2405,252223018333,0.03143313302079642,31.73797750941913,0.0,0.8712105263157894,True,1320539363
193,12,24,31,16245775,1.0,0.8373044360154379,21.887447916666666,15.432291666666668,True,84175
193,50,84,91,18624915126142214206528567,0.20427951035848801,4.58931664345242,32.86364583333333,44.65057291666666,True,96502150912653959619319
193,29,66,1,73786907664460841581,1.842869303846923,0.11677235659569024,27.725572916666668,34.567708333333336,True,382315583753683117
193,5,18,5,261901,9.125732532083186,0.07472622479678664,15.678437500000001,5.3494270833333335,True,1357
193,19,30,-3841,-88519643,-0.01248207669102852,-80.26558774047855,0.2888541666666667,0.0,True,458651
193,19,30,-5617,-88519643,-0.01248207669102852,-80.22341967139873,0.72609375,0.0,True,458651
193,19,30,-4897,-88519643,-0.01248207669102852,-80.19329084146231,0.22192708333333336,0.0,True,458651
193,19,30,-6017,-88519643,-0.01248207669102852,-80.16913413115725,0.253125,0.0,True,458651
193,19,30,-4817,-88519643,-0.01248207669102852,-80.2152974576627,0.16505208333333332,0.0,True,458651
193,19,30,-6053,-88519643,-0.01248207669102852,-80.18117309607904,0.18984375,0.0,True,458651
197,69,141,5,2787593148981942724360884250309187859552269,1.1223821790080377,0.5360479586351036,100.0,100.0,True,14150219030365191494217686549792831774377
199,6,15,13,32039,2.6568542494923806,0.26241277098775795,12.809292929292928,11.25929292929293,True,161
199,6,15,47,32039,2.6568542494923806,0.3607992272856425,87.19070707070708,88.74070707070707,True,161
203,54,102,43,5070544251175914565927122431335,0.7034988491491614,1.2446212524677327,89.38827380952381,98.97529761904762,True,24978050498403520029197647445
203,2,10,1,1015,29.0,0.00975748389541493,10.61172619047619,1.024702380952381,True,5
205,40,80,43,1208913661949170117777375,1.0,0.8946172038835954,100.0,100.0,True,5897139814386195696475
209,8,14,175,9823,0.363585661014858,2.62344880012139,27.0865,17.419833333333333,True,47
209,26,68,1,295147902637486997527,3.1278654293438954,0.08017861443287555,64.66927777777778,69.47016666666667,True,1412190921710464103
209,8,14,235,9823,0.363585661014858,2.688678405894795,8.244222222222222,9.722999999999999,True,47
209,8,14,359,9823,0.363585661014858,2.729922998343005,0.0,3.3869999999999996,True,47
211,46,88,37,309476146883225416223685127,0.7660273525955641,1.1416669810032238,100.0,100.0,True,1466711596602964057932157
215,18,38,1,274490486455,1.3202389555692244,0.08080734077887324,34.22988095238095,37.653333333333336,True,1276699937
215,9,19,31,504605,1.3202389555692244,0.619675788251574,15.770119047619048,12.346666666666668,True,2347
215,9,19,47,504605,1.3202389555692244,0.6834869284089184,50.0,50.0,True,2347
217,24,51,17,2251517384148767,1.3620309306610308,0.5404566304459343,40.469944444444444,50.0,True,10375656148151
217,36,54,-313,-132080236787517137,-0.1715728752538097,-6.020087173133009,6.320888888888889,0.0,True,608664685656761
217,42,78,59,302122035914525781317335,0.6228946570556269,1.4336502949802836,45.58016666666666,50.0,True,1392267446610717886255
217,6,9,-761,-217,-0.1715728752538097,-5.858350238386651,1.0699444444444444,0.0,False,1
217,6,9,-697,-217,-0.1715728752538097,-5.866721956967525,1.1132777777777778,0.0,False,1
217,6,9,-905,-217,-0.1715728752538097,-5.846874530856072,1.91,0.0,False,1
217,6,9,-809,-217,-0.1715728752538097,-5.846601596277551,0.6613888888888889,0.0,False,1
217,6,9,-745,-217,-0.1715728752538097,-5.854194034920002,0.7351666666666667,0.0,False,1
217,6,9,-881,-217,-0.1715728752538097,-5.838343672849159,0.7127777777777778,0.0,False,1
217,6,9,-817,-217,-0.1715728752538097,-5.846305680156359,0.8540555555555555,0.0,False,1
217,6,9,-977,-217,-0.1715728752538097,-5.837342756058474,0.5723888888888888,0.0,False,1
221,8,20,5,1042015,2.6568542494923806,0.15049628681400784,100.0,100.0,True,4715
223,24,47,35,140455058818847,0.8861277646144234,0.9350932141054178,35.91189189189189,39.99391891891892,True,629843313089
223,24,47,71,140455058818847,0.8861277646144234,1.0135584494516239,64.08810810810812,60.006081081081085,True,629843313089
